ID	Name	Team	Position	Age	nhlId	BirthDate
2056	Kevin Mandolese	Ottawa Senators	Goalie	21	8480867	2000-08-22
2057	Kevin Marshall	N/A	Defenseman	32	8474163	1989-03-10
2058	Kevin Porter	N/A	Forward	35	8471331	1986-03-12
2059	Kevin Poulin	N/A	Goalie	31	8474690	1990-04-12
2060	Kevin Rooney	New York Rangers	Forward	28	8479291	1993-05-21
2061	Kevin Roy	N/A	Forward	28	8476971	1993-05-20
2062	Kevin Shattenkirk	Anaheim Ducks	Defenseman	32	8474031	1989-01-29
2063	Kevin Stenlund	Columbus Blue Jackets	Forward	24	8478831	1996-09-20
2064	Kevin Wall	Carolina Hurricanes	Forward	21	8481756	2000-02-01
2065	Kevin Westgarth	N/A	Forward	37	8473908	1984-02-07
2066	Kiefer Sherwood	Colorado Avalanche	Forward	26	8480748	1995-03-31
2067	Kieffer Bellows	New York Islanders	Forward	23	8479356	1998-06-10
2068	Kienan Draper	Detroit Red Wings	Forward	19	8482521	2002-02-19
2069	Kieran Ruscheinski	N/A	Defenseman	20	8481687	2001-03-05
2070	Kim Nousiainen	Los Angeles Kings	Defenseman	20	8481696	2000-11-14
2071	Kimmo Timonen	N/A	Defenseman	46	8459670	1975-03-18
2072	Kirby Dach	Chicago Blackhawks	Forward	20	8481523	2001-01-21
2073	Kirill Gerasimyuk	Florida Panthers	Goalie	18	8482914	2003-08-22
2074	Kirill Kaprizov	Minnesota Wild	Forward	24	8478864	1997-04-26
2075	Kirill Kirsanov	Los Angeles Kings	Defenseman	19	8482922	2002-09-19
2076	Kirill Maksimov	Edmonton Oilers	Forward	22	8480229	1999-06-01
2077	Kirill Marchenko	Columbus Blue Jackets	Forward	21	8480893	2000-07-21
2078	Kirill Slepets	Carolina Hurricanes	Forward	22	8481724	1999-04-06
2079	Kirill Tankov	Pittsburgh Penguins	Forward	19	8482904	2002-03-26
2080	Kirill Tyutyayev	Detroit Red Wings	Forward	21	8481680	2000-08-08
2081	Kirill Ustimenko	Philadelphia Flyers	Goalie	22	8480279	1999-01-29
2082	Klas Dahlbeck	N/A	Defenseman	30	8476403	1991-07-06
2083	Klim Kostin	St. Louis Blues	Forward	22	8480011	1999-05-05
2084	Kody Clark	Washington Capitals	Forward	21	8480804	1999-10-13
2085	Kole Lind	Seattle Kraken	Forward	22	8479986	1998-10-16
2086	Kole Sherwood	Ottawa Senators	Forward	24	8478949	1997-01-22
2087	Konstantin Volkov	Nashville Predators	Goalie	23	8479549	1997-09-20
2088	Korbinian Holzer	N/A	Defenseman	33	8473560	1988-02-16
2089	Kris Fredheim	N/A	Defenseman	34	8471846	1987-02-23
2090	Kris Letang	Pittsburgh Penguins	Defenseman	34	8471724	1987-04-24
2091	Kris Newbury	N/A	Forward	39	8470232	1982-02-19
2092	Kris Russell	Edmonton Oilers	Defenseman	34	8471729	1987-05-02
2093	Kris Versteeg	N/A	Forward	35	8471346	1986-05-13
2094	Kristers Gudlevskis	N/A	Goalie	29	8477356	1992-07-31
2095	Kristian Huselius	N/A	Forward	42	8466181	1978-11-10
2096	Kristian Oldham	N/A	Goalie	24	8478878	1997-06-25
2097	Kristian Roykas Marthinsen	N/A	Forward	22	8480296	1999-08-28
2098	Kristian Vesalainen	Winnipeg Jets	Forward	22	8480005	1999-06-01
2099	Kristoffer Gunnarsson	N/A	Defenseman	24	8480218	1997-02-26
2100	Kristopher Foucault	N/A	Forward	30	8475219	1990-12-12
2101	Krys Barch	N/A	Forward	41	8467428	1980-03-26
2102	Krys Kolanos	N/A	Forward	40	8468499	1981-07-27
2103	Kurtis Foster	N/A	Defenseman	39	8468520	1981-11-24
2104	Kurtis Gabriel	Toronto Maple Leafs	Forward	28	8476545	1993-04-20
2105	Kurtis MacDermid	Colorado Avalanche	Defenseman	27	8477073	1994-03-25
2106	Kyle Aucoin	Detroit Red Wings	Defenseman	19	8482492	2002-07-02
2107	Kyle Baun	N/A	Forward	29	8478393	1992-05-04
2108	Kyle Brodziak	N/A	Forward	37	8470803	1984-05-25
2109	Kyle Burroughs	Vancouver Canucks	Defenseman	26	8477335	1995-07-12
2110	Kyle Capobianco	Arizona Coyotes	Defenseman	24	8478476	1997-08-13
2111	Kyle Chipchura	N/A	Forward	35	8471231	1986-02-19
2112	Kyle Clifford	St. Louis Blues	Forward	30	8475160	1991-01-13
2113	Kyle Connor	Winnipeg Jets	Forward	24	8478398	1996-12-09
2114	Kyle Criscuolo	Detroit Red Wings	Forward	29	8479304	1992-05-05
2115	Kyle Cumiskey	N/A	Defenseman	34	8471879	1986-12-02
2116	Kyle Jenkins	N/A	Defenseman	25	8478114	1996-04-22
2117	Kyle Kukkonen	Anaheim Ducks	Forward	18	8482810	2002-11-13
2118	Kyle Masters	Minnesota Wild	Defenseman	18	8482707	2003-04-09
2119	Kyle Okposo	Buffalo Sabres	Forward	33	8473449	1988-04-16
2120	Kyle Olson	N/A	Forward	22	8480209	1999-03-22
2121	Kyle Palmieri	N/A	Forward	30	8475151	1991-02-01
2122	Kyle Pettit	N/A	Forward	25	8478085	1996-01-19
2123	Kyle Platzer	N/A	Forward	26	8477421	1995-03-04
2124	Kyle Quincey	N/A	Defenseman	36	8470724	1985-08-12
2125	Kyle Rau	Minnesota Wild	Forward	28	8476415	1992-10-24
2126	Kyle Schempp	N/A	Forward	27	8478084	1994-01-13
2127	Kyle Turris	Edmonton Oilers	Forward	32	8474068	1989-08-14
2128	Kyle Wellwood	N/A	Forward	38	8469581	1983-05-16
2129	Kyle Wilson	N/A	Forward	36	8471483	1984-12-15
2130	Kyle Wood	N/A	Defenseman	25	8478015	1996-05-04
2131	Ladislav Smid	N/A	Defenseman	35	8471222	1986-02-01
2132	Lance Bouma	N/A	Forward	31	8474642	1990-03-25
2133	Landon Bow	N/A	Goalie	26	8479016	1995-08-24
2134	Landon Ferraro	N/A	Forward	30	8475157	1991-08-08
2135	Landon Slaggert	Chicago Blackhawks	Forward	19	8482172	2002-06-25
2136	Lane MacDermid	Calgary Flames	Forward	32	8475283	1989-08-25
2137	Lane Pederson	San Jose Sharks	Forward	24	8478967	1997-08-04
2138	Lane Zablocki	N/A	Forward	22	8479988	1998-12-27
2139	Lars Eller	Washington Capitals	Forward	32	8474189	1989-05-08
2140	Lassi Thomson	Ottawa Senators	Defenseman	20	8481575	2000-09-24
2141	Laurent Brossoit	Vegas Golden Knights	Goalie	28	8476316	1993-03-23
2142	Laurent Dauphin	Montréal Canadiens	Forward	26	8477460	1995-03-27
2143	Lauri Korpikoski	N/A	Forward	35	8471232	1986-07-28
2144	Lauri Pajuniemi	New York Rangers	Forward	22	8480986	1999-09-12
2145	Lawrence Pilut	Buffalo Sabres	Defenseman	25	8480935	1995-12-30
2146	Lawson Crouse	Arizona Coyotes	Forward	24	8478474	1997-06-23
2147	Layton Ahac	Vegas Golden Knights	Defenseman	20	8481613	2001-02-22
2148	Lean Bergmann	N/A	Forward	22	8481640	1998-10-04
2149	Lee Stempniak	N/A	Forward	38	8470740	1983-02-04
2150	Leevi Aaltonen	New York Rangers	Forward	20	8481698	2001-01-24
2151	Leevi Merilainen	Ottawa Senators	Goalie	19	8482447	2002-08-13
2152	Leland Irving	N/A	Goalie	33	8473414	1988-04-11
2153	Lennart Petrell	N/A	Forward	37	8471402	1984-04-13
2154	Lenni Killinen	Carolina Hurricanes	Forward	21	8481027	2000-06-15
2155	Leo Komarov	New York Islanders	Forward	34	8473463	1987-01-23
2156	Leo Loof	St. Louis Blues	Defenseman	19	8482478	2002-04-25
2157	Leon Draisaitl	Edmonton Oilers	Forward	25	8477934	1995-10-27
2158	Leon Gawanke	Winnipeg Jets	Defenseman	22	8480219	1999-05-31
2159	Liam Coughlin	N/A	Forward	27	8478059	1994-09-19
2160	Liam Dower Nilsson	Detroit Red Wings	Forward	18	8482764	2003-04-14
2161	Liam Dunda	N/A	Forward	24	8478897	1997-09-15
2162	Liam Foudy	Columbus Blue Jackets	Forward	21	8480853	2000-02-04
2163	Liam Gilmartin	San Jose Sharks	Forward	18	8482753	2003-01-07
2164	Liam Gorman	Pittsburgh Penguins	Forward	21	8481074	2000-05-08
2165	Liam Hawel	N/A	Forward	22	8480198	1999-04-18
2166	Liam Kirk	Arizona Coyotes	Forward	21	8480892	2000-01-03
2167	Liam O'Brien	Arizona Coyotes	Forward	27	8477070	1994-07-29
2168	Lias Andersson	Los Angeles Kings	Forward	22	8480072	1998-10-13
2169	Libor Hajek	New York Rangers	Defenseman	23	8479333	1998-02-04
2170	Libor Sulak	N/A	Defenseman	27	8480161	1994-03-04
2171	Linden Vey	N/A	Forward	30	8475223	1991-07-17
2172	Linus Arnesson	Boston Bruins	Defenseman	26	8477481	1994-09-21
2173	Linus Hogberg	Philadelphia Flyers	Defenseman	23	8479534	1998-09-04
2174	Linus Karlsson	Vancouver Canucks	Forward	21	8481024	1999-11-16
2175	Linus Lindstrand Cronholm	Buffalo Sabres	Defenseman	21	8480982	2000-07-03
2176	Linus Lindstrom	N/A	Forward	23	8479412	1998-01-08
2177	Linus Nassen	N/A	Defenseman	23	8479517	1998-05-10
2178	Linus Oberg	San Jose Sharks	Forward	21	8482471	2000-07-18
2179	Linus Olund	N/A	Forward	24	8480234	1997-06-05
2180	Linus Omark	N/A	Forward	34	8474059	1987-02-05
2181	Linus Soderstrom	N/A	Goalie	25	8478025	1996-08-23
2182	Linus Ullmark	Boston Bruins	Goalie	28	8476999	1993-07-31
2183	Linus Weissbach	Buffalo Sabres	Forward	23	8480261	1998-04-19
2184	Logan Brown	Ottawa Senators	Forward	23	8479366	1998-03-05
2185	Logan Cockerill	New York Islanders	Forward	22	8480268	1999-03-03
2186	Logan Couture	San Jose Sharks	Forward	32	8474053	1989-03-28
2187	Logan Hutsko	Florida Panthers	Forward	22	8481025	1999-02-11
2188	Logan Mailloux	Montréal Canadiens	Defenseman	18	8482733	2003-04-15
2189	Logan Neaton	Winnipeg Jets	Goalie	22	8481748	1999-04-07
2190	Logan Nelson	N/A	Forward	28	8476937	1993-09-09
2191	Logan O'Connor	Colorado Avalanche	Forward	25	8481186	1996-08-14
2192	Logan Shaw	Ottawa Senators	Forward	28	8476400	1992-10-05
2193	Logan Stankoven	Dallas Stars	Forward	18	8482702	2003-02-26
2194	Logan Stanley	Winnipeg Jets	Defenseman	23	8479378	1998-05-26
2195	Logan Thompson	Vegas Golden Knights	Goalie	24	8480313	1997-02-25
2196	Loic Leduc	N/A	Defenseman	27	8476965	1994-06-14
2197	Loui Eriksson	Arizona Coyotes	Forward	36	8470626	1985-07-17
2198	Louie Belpedio	Montréal Canadiens	Defenseman	25	8478011	1996-05-14
2199	Louis Crevier	Chicago Blackhawks	Defenseman	20	8481806	2001-05-04
2200	Louis Domingue	N/A	Goalie	29	8475839	1992-03-06
2201	Louis Leblanc	N/A	Forward	30	8475183	1991-01-26
2202	Louis Nanne	N/A	Forward	27	8477048	1994-06-18
2203	Lubomir Visnovsky	N/A	Defenseman	45	8468598	1976-08-11
2204	Luc Snuggerud	N/A	Defenseman	26	8478070	1995-09-18
2205	Luca Munzenberger	Edmonton Oilers	Defenseman	18	8482864	2002-11-24
2206	Luca Sbisa	N/A	Defenseman	31	8474579	1990-01-30
2207	Lucas Carlsson	Florida Panthers	Defenseman	24	8479523	1997-07-05
2208	Lucas Ciona	Calgary Flames	Forward	18	8482889	2003-01-08
2209	Lucas Elvenes	Vegas Golden Knights	Forward	22	8480044	1999-08-18
2210	Lucas Feuk	Calgary Flames	Forward	20	8481717	2001-02-19
2211	Lucas Forsell	Vancouver Canucks	Forward	18	8482900	2003-09-05
2212	Lucas Johansen	Washington Capitals	Defenseman	23	8479321	1997-11-16
2213	Lucas Lessio	N/A	Forward	28	8476451	1993-01-23
2214	Lucas Mercuri	Carolina Hurricanes	Forward	19	8482518	2002-03-07
2215	Lucas Raymond	Detroit Red Wings	Forward	19	8482078	2002-03-28
2216	Lucas Wallmark	N/A	Forward	26	8478027	1995-09-05
2217	Ludwig Bystrom	N/A	Defenseman	27	8476930	1994-07-20
2218	Luka Burzan	N/A	Forward	21	8481220	2000-01-07
2219	Lukas Cormier	Vegas Golden Knights	Defenseman	19	8482141	2002-03-27
2220	Lukas Dostal	Anaheim Ducks	Goalie	21	8480843	2000-06-22
2221	Lukas Jasek	Vancouver Canucks	Forward	24	8478895	1997-08-28
2222	Lukas Parik	Los Angeles Kings	Goalie	20	8481710	2001-03-15
2223	Lukas Radil	N/A	Forward	31	8480780	1990-08-05
2224	Lukas Reichel	Chicago Blackhawks	Forward	19	8482117	2002-05-17
2225	Lukas Rousek	Buffalo Sabres	Forward	22	8481751	1999-04-20
2226	Lukas Sedlak	N/A	Forward	28	8476310	1993-02-25
2227	Lukas Sutter	N/A	Forward	27	8476859	1993-10-04
2228	Lukas Svejkovsky	Pittsburgh Penguins	Forward	19	8482449	2001-11-28
2229	Lukas Vejdemo	Montréal Canadiens	Forward	25	8478838	1996-01-25
2230	Luke Adam	N/A	Forward	31	8474609	1990-06-18
2231	Luke Evangelista	Nashville Predators	Forward	19	8482146	2002-02-21
2232	Luke Gazdic	N/A	Forward	32	8473989	1989-07-25
2233	Luke Glendening	Dallas Stars	Forward	32	8476822	1989-04-28
2234	Luke Green	N/A	Defenseman	23	8479396	1998-01-12
2235	Luke Henman	Seattle Kraken	Forward	21	8480869	2000-04-29
2236	Luke Hughes	New Jersey Devils	Defenseman	18	8482684	2003-09-09
2237	Luke Johnson	Winnipeg Jets	Forward	27	8477366	1994-09-19
2238	Luke Kunin	Nashville Predators	Forward	23	8479316	1997-12-04
2239	Luke Loheit	Ottawa Senators	Forward	21	8481081	2000-07-26
2240	Luke Martin	N/A	Defenseman	22	8480050	1998-09-20
2241	Luke Opilka	St. Louis Blues	Goalie	24	8478461	1997-02-27
2242	Luke Prokop	Nashville Predators	Defenseman	19	8482091	2002-05-06
2243	Luke Reid	Nashville Predators	Defenseman	19	8482180	2001-09-26
2244	Luke Schenn	Vancouver Canucks	Defenseman	31	8474568	1989-11-02
2245	Luke Stevens	N/A	Forward	24	8478858	1997-02-11
2246	Luke Tuch	Montréal Canadiens	Forward	19	8482134	2002-03-07
2247	Luke Witkowski	Detroit Red Wings	Forward	31	8474722	1990-04-14
2248	Mac Hollowell	Toronto Maple Leafs	Defenseman	22	8480439	1998-09-26
2249	MacKenze Stewart	N/A	Defenseman	26	8478113	1995-08-10
2250	MacKenzie Entwistle	Chicago Blackhawks	Forward	22	8480025	1999-07-14
2251	MacKenzie Weegar	Florida Panthers	Defenseman	27	8477346	1994-01-07
2252	Mackenzie Blackwood	New Jersey Devils	Goalie	24	8478406	1996-12-09
2253	Mackenzie MacEachern	St. Louis Blues	Forward	27	8476907	1994-03-09
2254	Mackenzie Skapski	N/A	Goalie	27	8477084	1994-06-15
2255	Mackie Samoskevich	Florida Panthers	Forward	18	8482713	2002-11-15
2256	Madison Bowey	Vancouver Canucks	Defenseman	26	8477474	1995-04-22
2257	Mads Sogaard	Ottawa Senators	Goalie	20	8481544	2000-12-13
2258	Magnus Chrona	San Jose Sharks	Goalie	21	8480992	2000-08-28
2259	Magnus Hellberg	N/A	Goalie	30	8476433	1991-04-04
2260	Magnus Paajarvi	N/A	Forward	30	8475175	1991-04-12
2261	Maksim Berezkin	Edmonton Oilers	Forward	19	8482202	2001-10-12
2262	Maksim Mayorov	N/A	Forward	32	8474195	1989-03-26
2263	Maksim Sushko	Philadelphia Flyers	Forward	22	8480201	1999-02-10
2264	Maksim Zhukov	N/A	Goalie	22	8480040	1999-07-22
2265	Malcolm Subban	Chicago Blackhawks	Goalie	27	8476876	1993-12-21
2266	Malte Setkov	N/A	Defenseman	22	8480197	1999-01-14
2267	Manix Landry	Arizona Coyotes	Forward	18	8482689	2002-11-23
2268	Manny Malhotra	N/A	Forward	41	8467334	1980-05-18
2269	Manuel Wiederer	N/A	Forward	24	8479538	1996-11-21
2270	Marat Khusnutdinov	Minnesota Wild	Forward	19	8482177	2002-07-17
2271	Marc Del Gaizo	Nashville Predators	Defenseman	21	8481743	1999-10-11
2272	Marc McNulty	N/A	Defenseman	26	8477310	1995-04-05
2273	Marc Methot	N/A	Defenseman	36	8470760	1985-06-21
2274	Marc Michaelis	N/A	Forward	26	8482063	1995-07-31
2275	Marc Staal	Detroit Red Wings	Defenseman	34	8471686	1987-01-13
2276	Marc-Andre Bergeron	N/A	Defenseman	40	8469765	1980-10-13
2277	Marc-Andre Bourdon	N/A	Defenseman	32	8474631	1989-09-17
2278	Marc-Andre Cliche	N/A	Forward	34	8471718	1987-03-23
2279	Marc-Andre Fleury	Chicago Blackhawks	Goalie	36	8470594	1984-11-28
2280	Marc-Andre Gragnani	N/A	Defenseman	34	8471752	1987-03-11
2281	Marc-Antoine Pouliot	N/A	Forward	36	8470615	1985-05-22
2282	Marc-Edouard Vlasic	San Jose Sharks	Defenseman	34	8471709	1987-03-30
2283	Marcel Goc	N/A	Forward	38	8469473	1983-08-24
2284	Marco Rossi	Minnesota Wild	Forward	19	8482079	2001-09-23
2285	Marco Roy	N/A	Forward	26	8477477	1994-11-05
2286	Marco Scandella	St. Louis Blues	Defenseman	31	8474618	1990-02-23
2287	Marco Sturm	N/A	Forward	43	8464979	1978-09-08
2288	Marcus Davidsson	N/A	Forward	22	8480004	1998-11-18
2289	Marcus Foligno	Minnesota Wild	Forward	30	8475220	1991-08-10
2290	Marcus Hogberg	N/A	Goalie	26	8477405	1994-11-25
2291	Marcus Johansson	Seattle Kraken	Forward	30	8475149	1990-10-06
2292	Marcus Kallionkieli	Vegas Golden Knights	Forward	20	8481573	2001-03-20
2293	Marcus Karlberg	Columbus Blue Jackets	Forward	21	8481022	2000-01-23
2294	Marcus Karlstrom	N/A	Defenseman	26	8477333	1995-01-06
2295	Marcus Kruger	N/A	Forward	31	8475323	1990-05-27
2296	Marcus Pettersson	Pittsburgh Penguins	Defenseman	25	8477969	1996-05-08
2297	Marcus Sorensen	N/A	Forward	29	8475834	1992-04-07
2298	Marcus Vela	N/A	Forward	24	8478907	1997-03-03
2299	Marcus Westfalt	Philadelphia Flyers	Forward	21	8481053	2000-03-12
2300	Marek Hrivik	N/A	Forward	30	8475949	1991-08-28
2301	Marek Langhamer	Arizona Coyotes	Goalie	27	8476986	1994-07-22
2302	Marek Mazanec	N/A	Goalie	30	8476992	1991-07-18
2303	Marek Zidlicky	N/A	Defenseman	44	8469623	1977-02-03
2304	Marian Gaborik	N/A	Forward	39	8468483	1982-02-14
2305	Marian Hossa	N/A	Forward	42	8466148	1979-01-12
2306	Marian Studenic	New Jersey Devils	Forward	22	8480226	1998-10-28
2307	Mario Ferraro	San Jose Sharks	Defenseman	23	8479983	1998-09-17
2308	Mario Kempe	N/A	Forward	33	8474131	1988-09-19
2309	Mark Alt	N/A	Defenseman	29	8475729	1991-10-18
2310	Mark Arcobello	N/A	Forward	33	8476062	1988-08-12
2311	Mark Barberio	N/A	Defenseman	31	8474717	1990-03-23
2312	Mark Bell	N/A	Forward	41	8467335	1980-08-05
2313	Mark Borowiecki	Nashville Predators	Defenseman	32	8474697	1989-07-12
2314	Mark Cullen	N/A	Forward	42	8470005	1978-10-28
2315	Mark Cundari	N/A	Defenseman	31	8474837	1990-04-23
2316	Mark Eaton	N/A	Defenseman	44	8467580	1977-05-06
2317	Mark Fayne	N/A	Defenseman	34	8471816	1987-05-15
2318	Mark Fistric	N/A	Defenseman	35	8471241	1986-06-01
2319	Mark Flood	N/A	Defenseman	36	8470780	1984-09-29
2320	Mark Fraser	N/A	Defenseman	34	8471748	1986-09-29
2321	Mark Friedman	Pittsburgh Penguins	Defenseman	25	8478017	1995-12-25
2322	Mark Giordano	Seattle Kraken	Defenseman	37	8470966	1983-10-03
2323	Mark Jankowski	N/A	Forward	27	8476873	1994-09-13
2324	Mark Kastelic	Ottawa Senators	Forward	22	8480355	1999-03-11
2325	Mark Letestu	N/A	Forward	36	8473914	1985-02-04
2326	Mark Mancari	N/A	Forward	36	8471419	1985-07-11
2327	Mark McNeill	N/A	Forward	28	8476471	1993-02-22
2328	Mark Olver	N/A	Forward	33	8474705	1988-01-01
2329	Mark Pysyk	Buffalo Sabres	Defenseman	29	8475796	1992-01-11
2330	Mark Scheifele	Winnipeg Jets	Forward	28	8476460	1993-03-15
2331	Mark Shoemaker	N/A	Defenseman	23	8479556	1997-09-28
2332	Mark Stone	Vegas Golden Knights	Forward	29	8475913	1992-05-13
2333	Mark Streit	N/A	Defenseman	43	8468309	1977-12-11
2334	Mark Stuart	N/A	Defenseman	37	8470614	1984-04-27
2335	Mark Van Guilder	N/A	Forward	37	8474939	1984-01-17
2336	Mark Visentin	N/A	Goalie	29	8475771	1992-08-07
2337	Marko Dano	N/A	Forward	26	8477448	1994-11-30
2338	Markus Granlund	N/A	Forward	28	8476440	1993-04-16
2339	Markus Hannikainen	N/A	Forward	28	8478541	1993-03-26
2340	Markus Niemelainen	Edmonton Oilers	Defenseman	23	8479338	1998-06-08
2341	Markus Nurmi	N/A	Forward	23	8479544	1998-06-29
2342	Markus Nutivaara	Florida Panthers	Defenseman	27	8478906	1994-06-06
2343	Markus Phillips	Los Angeles Kings	Defenseman	22	8480206	1999-03-21
2344	Markus Ruusu	N/A	Goalie	24	8478886	1997-08-23
2345	Markus Soberg	N/A	Forward	26	8477345	1995-04-22
2346	Marshall Warren	Minnesota Wild	Defenseman	20	8481569	2001-04-20
2347	Martin Biron	N/A	Goalie	44	8462047	1977-08-15
2348	Martin Brodeur	N/A	Goalie	49	8455710	1972-05-06
2349	Martin Chromiak	Los Angeles Kings	Forward	19	8482160	2002-08-20
2350	Martin Erat	N/A	Forward	40	8468064	1981-08-29
2351	Martin Fehervary	Washington Capitals	Defenseman	21	8480796	1999-10-06
2352	Martin Frk	Los Angeles Kings	Forward	27	8476924	1993-10-05
2353	Martin Hanzal	N/A	Forward	34	8471691	1987-02-20
2354	Martin Has	Washington Capitals	Defenseman	20	8481700	2001-02-02
2355	Martin Havlat	N/A	Forward	40	8467899	1981-04-19
2356	Martin Jones	Philadelphia Flyers	Goalie	31	8474889	1990-01-10
2357	Martin Kaut	Colorado Avalanche	Forward	21	8480822	1999-10-02
2358	Martin Marincin	N/A	Defenseman	29	8475716	1992-02-18
2359	Martin Necas	Carolina Hurricanes	Forward	22	8480039	1999-01-15
2360	Martin Pospisil	Calgary Flames	Forward	21	8481028	1999-11-19
2361	Martin Reway	N/A	Forward	26	8477442	1995-01-24
2362	Martin Rysavy	Columbus Blue Jackets	Forward	18	8482926	2003-03-06
2363	Martin St Pierre	N/A	Forward	38	8470366	1983-08-11
2364	Martin St. Louis	N/A	Forward	46	8466378	1975-06-18
2365	Martins Dzierkals	Vegas Golden Knights	Forward	24	8478832	1997-04-04
2366	Marty Reasoner	N/A	Forward	44	8464967	1977-02-26
2367	Marty Turco	N/A	Goalie	46	8460612	1975-08-13
2368	Mason Appleton	Seattle Kraken	Forward	25	8478891	1996-01-15
2369	Mason Geertsen	New York Rangers	Defenseman	26	8477419	1995-04-19
2370	Mason Langenbrunner	Boston Bruins	Defenseman	19	8482517	2002-09-14
2371	Mason Lohrei	Boston Bruins	Defenseman	20	8482511	2001-01-17
2372	Mason Marchment	Florida Panthers	Forward	26	8478975	1995-06-18
2373	Mason McDonald	N/A	Goalie	25	8477965	1996-04-23
2374	Mason McTavish	Anaheim Ducks	Forward	18	8482745	2003-01-30
2375	Mason Millman	Philadelphia Flyers	Defenseman	20	8481658	2001-07-18
2376	Mason Primeau	Vegas Golden Knights	Forward	20	8481664	2001-07-28
2377	Mason Raymond	N/A	Forward	36	8471664	1985-09-17
2378	Mason Shaw	Minnesota Wild	Forward	22	8479972	1998-11-03
2379	Massimo Rizzo	Carolina Hurricanes	Forward	20	8481760	2001-06-13
2380	Mat Clark	N/A	Defenseman	30	8475162	1990-10-17
2381	Matej Blumel	N/A	Forward	21	8481712	2000-05-31
2382	Matej Paulovic	N/A	Forward	26	8477381	1995-01-13
2383	Matej Pekar	Buffalo Sabres	Forward	21	8480881	2000-02-10
2384	Matej Tomek	Philadelphia Flyers	Goalie	24	8478489	1997-05-24
2385	Matheson Iacopelli	N/A	Forward	27	8478014	1994-05-15
2386	Mathew Barzal	New York Islanders	Forward	24	8478445	1997-05-26
2387	Mathew Hill	N/A	Defenseman	20	8481678	2001-05-01
2388	Mathias Brome	N/A	Forward	27	8482240	1994-07-29
2389	Mathias Emilio Pettersen	Calgary Flames	Forward	21	8481041	2000-04-03
2390	Mathias From	N/A	Forward	23	8479535	1997-12-16
2391	Mathias Laferriere	St. Louis Blues	Forward	21	8481000	2000-06-27
2392	Mathieu Darche	N/A	Forward	44	8468463	1976-11-26
2393	Mathieu Garon	N/A	Goalie	43	8464999	1978-01-09
2394	Mathieu Joseph	Tampa Bay Lightning	Forward	24	8478472	1997-02-09
2395	Mathieu Olivier	Nashville Predators	Forward	24	8479671	1997-02-11
2396	Mathieu Perreault	Montréal Canadiens	Forward	33	8473618	1988-01-05
2397	Mathieu Roy	N/A	Defenseman	38	8470804	1983-08-10
2398	Matia Marcantuoni	N/A	Forward	27	8476978	1994-02-22
2399	Matias Maccelli	Arizona Coyotes	Forward	20	8481711	2000-10-14
2400	Matias Mantykivi	Boston Bruins	Forward	20	8481702	2001-06-21
2401	Matias Rajaniemi	New York Islanders	Defenseman	19	8482464	2002-09-11
2402	Matiss Kivlenieks	N/A	Goalie	25	8480162	1996-08-26
2403	Mats Zuccarello	Minnesota Wild	Forward	34	8475692	1987-09-01
2404	Matt Anderson	N/A	Forward	38	8473944	1982-10-31
2405	Matt Bartkowski	N/A	Defenseman	33	8474749	1988-06-04
2406	Matt Beleskey	N/A	Forward	33	8473492	1988-06-07
2407	Matt Benning	Nashville Predators	Defenseman	27	8476988	1994-05-25
2408	Matt Boldy	Minnesota Wild	Forward	20	8481557	2001-04-05
2409	Matt Bradley	N/A	Forward	43	8465059	1978-06-13
2410	Matt Brassard	N/A	Defenseman	23	8480258	1998-08-08
2411	Matt Buckles	N/A	Forward	26	8477423	1995-05-05
2412	Matt Calvert	N/A	Forward	31	8474685	1989-12-24
2413	Matt Carey	N/A	Forward	29	8477836	1992-02-28
2414	Matt Carkner	N/A	Defenseman	40	8467931	1980-11-03
2415	Matt Carle	N/A	Defenseman	36	8470640	1984-09-25
2416	Matt Cooke	N/A	Forward	43	8465951	1978-09-07
2417	Matt Coronato	Calgary Flames	Forward	18	8482679	2002-11-14
2418	Matt Cullen	N/A	Forward	44	8464989	1976-11-02
2419	Matt D'Agostini	N/A	Forward	34	8471851	1986-10-23
2420	Matt Donovan	N/A	Defenseman	31	8474659	1990-05-09
2421	Matt Duchene	Nashville Predators	Forward	30	8475168	1991-01-16
2422	Matt Dumba	Minnesota Wild	Defenseman	27	8476856	1994-07-25
2423	Matt Ellis	N/A	Forward	40	8470018	1981-08-31
2424	Matt Filipe	Boston Bruins	Forward	23	8479350	1997-12-31
2425	Matt Fraser	N/A	Forward	31	8475671	1990-05-20
2426	Matt Frattin	N/A	Forward	33	8474192	1988-01-03
2427	Matt Gilroy	N/A	Defenseman	37	8475118	1984-07-20
2428	Matt Greene	N/A	Defenseman	38	8470121	1983-05-13
2429	Matt Grzelcyk	Boston Bruins	Defenseman	27	8476891	1994-01-05
2430	Matt Hackett	N/A	Goalie	31	8475252	1990-03-07
2431	Matt Halischuk	N/A	Forward	33	8474094	1988-06-01
2432	Matt Hendricks	N/A	Forward	40	8468611	1981-06-17
2433	Matt Hunwick	N/A	Defenseman	36	8471436	1985-05-21
2434	Matt Irwin	Washington Capitals	Defenseman	33	8475625	1987-11-29
2435	Matt Kassian	N/A	Forward	34	8471719	1986-10-28
2436	Matt Kiersted	Florida Panthers	Defenseman	23	8482641	1998-04-14
2437	Matt Lindblad	N/A	Forward	31	8477228	1990-03-23
